Gold	Predictions	Probabilities	Filename
Auvergne-Rhône-Alpes	['Auvergne-Rhône-Alpes', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Hauts-de-France', 'Grand Est']	[1.0, 4.161907363881001e-12, 4.76527895105789e-14, 4.349868879197495e-16, 1.827323964176683e-21]	Vl2uFFoQapaPASLVCHTO6w
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley']	[1.0, 5.464310959268914e-08, 3.6330365382752916e-09, 4.045817934145157e-12, 1.9961805917002168e-13]	1UwU6BpLr648i0Y6sKvLcg
Auvergne-Rhône-Alpes	"['Hauts-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', ""Provence-Alpes-Côte d'Azur"", 'Bourgogne-Franche-Comté']"	[0.9996160268783569, 0.0003753269265871495, 6.706301974190865e-06, 1.8584121335152304e-06, 7.454146633278924e-09]	dmke9nfAX8FFlmhnM53R4Q
Auvergne-Rhône-Alpes	['New Aquitaine', 'Bourgogne-Franche-Comté', 'Hauts-de-France', 'Grand Est', 'Auvergne-Rhône-Alpes']	[0.9990009665489197, 0.0009094431297853589, 8.565647294744849e-05, 3.914716671715723e-06, 1.8042142224672375e-09]	dLYDOK6ecjJXVni025sb6Q
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'New Aquitaine', 'Ile-de-France']	[0.9961519837379456, 0.00370853953063488, 0.00013944813690613955, 6.753930748004677e-12, 1.2639315594624683e-23]	YlgtGwoA15YBwguRWV9CxA
Auvergne-Rhône-Alpes	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Auvergne-Rhône-Alpes']	[0.999968409538269, 2.0262608813936822e-05, 6.72260239298339e-06, 4.682260168920038e-06, 4.682256677919581e-15]	ZSvy3oscxLUoUQqUmGXDjg
Auvergne-Rhône-Alpes	['Grand Est', 'Bourgogne-Franche-Comté', 'Pays de la Loire', 'Centre-Loire Valley', 'Hauts-de-France']	[1.0, 3.449360796992096e-09, 1.6941824462421429e-12, 4.493111340885675e-13, 2.6453253988895954e-14]	W_0vHgLWdcOzS4OWOWY0Vg
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', 'Occitania']	[0.999830961227417, 0.0001689978817012161, 7.187893613647134e-10, 2.2414617837046395e-14, 1.1170446891691638e-14]	_2I9iErtNX2Fvax7NBIpKw
Auvergne-Rhône-Alpes	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Pays de la Loire', 'Auvergne-Rhône-Alpes']	[0.9999983310699463, 1.630935685170698e-06, 9.977953489193582e-17, 1.1116990622538084e-17, 5.411927708443351e-21]	lbz1p73Pq9W2aEZ5kmCx3A
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'French Guiana']	[1.0, 2.6924649575849058e-12, 4.2316763605320007e-19, 6.938200433328785e-37, 0.0]	UeGDF_MKhDr8JDCGwMhzew
Auvergne-Rhône-Alpes	"[""Provence-Alpes-Côte d'Azur"", 'Auvergne-Rhône-Alpes', 'New Aquitaine', 'Hauts-de-France', 'Occitania']"	[0.5372744798660278, 0.44015973806381226, 0.022565778344869614, 9.081756680018316e-09, 2.084282538363869e-15]	s2gz4TelqozlRPMMl9zhOA
Auvergne-Rhône-Alpes	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Centre-Loire Valley', 'Ile-de-France']	[1.0, 1.052741227525189e-11, 3.8861811132445007e-20, 1.7975969121753546e-26, 1.9958464013793424e-27]	jKpk3_nUsrzdlKpqaL__UQ
Auvergne-Rhône-Alpes	['Bourgogne-Franche-Comté', 'Hauts-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', 'Grand Est']	[0.9942147135734558, 0.005674072075635195, 0.00011112418724223971, 1.1951018245772577e-13, 4.529178342592942e-14]	7w86Gzu234wZ9uRGN1WXhQ
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Grand Est', 'Centre-Loire Valley']	[0.9996880292892456, 0.00028752171783708036, 2.3163102014223114e-05, 1.058579755408573e-06, 2.735802979714208e-07]	TVybnQ3EbHWSUC537GH8QA
Auvergne-Rhône-Alpes	['Bourgogne-Franche-Comté', 'Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Auvergne-Rhône-Alpes']	[0.9999998807907104, 9.004452294902876e-08, 5.846270312304114e-08, 1.601350726893329e-16, 6.03554435615284e-27]	-QpjmSYymT4SMQWUSo7E6A
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est']	[0.9999996423721313, 3.72348068822248e-07, 5.174485839809506e-10, 7.321755701727994e-11, 2.513186598933348e-13]	dsNYcKAh5jSG0xwNMQChqQ
Auvergne-Rhône-Alpes	['Hauts-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', 'Grand Est', 'Bourgogne-Franche-Comté']	[0.9999990463256836, 9.164934908767464e-07, 3.1690776669535126e-09, 5.70971113271479e-13, 1.842511129020348e-14]	Cz1baZREFaBjI8h0_duKUA
Auvergne-Rhône-Alpes	"[""Provence-Alpes-Côte d'Azur"", 'New Aquitaine', 'Hauts-de-France', 'Auvergne-Rhône-Alpes', 'Bourgogne-Franche-Comté']"	[0.6937706470489502, 0.30621910095214844, 1.0073236808239017e-05, 1.7094524196181737e-07, 2.9300672110821324e-08]	sDEA9m7a8bbL1fASINCxyA
Auvergne-Rhône-Alpes	['New Aquitaine', 'Hauts-de-France', 'Ile-de-France', 'Auvergne-Rhône-Alpes', 'Occitania']	[0.9993771910667419, 0.0006080857710912824, 1.4719683349539991e-05, 1.1889717509150355e-11, 5.79214885147554e-14]	06LQOyteJM3gmRUDE0cCyQ
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Grand Est']	[0.9472408890724182, 0.052759088575839996, 8.17258722718775e-15, 3.848052287532354e-20, 1.313858437964009e-25]	g3Tp9Jjl2ZafhpmAMa_3Bw
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Bourgogne-Franche-Comté', 'New Aquitaine']	[0.9999234676361084, 7.651353371329606e-05, 1.4066448526806052e-11, 7.902904811682779e-14, 1.9982284801974524e-14]	DevFoXavd0MNZIQkukbT1Q
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Centre-Loire Valley']	[1.0, 4.285076293797374e-09, 2.575072147431145e-14, 9.825804654498221e-21, 1.3259098598500946e-26]	js6q8jgeeSXefCAs4bJBzw
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'New Aquitaine', 'Auvergne-Rhône-Alpes']	[0.9999878406524658, 1.221124784933636e-05, 6.994988491432555e-14, 5.813181795262244e-21, 5.2165229904907836e-24]	56vQCOrEb0VTmfwhqZYTHw
Auvergne-Rhône-Alpes	['Bourgogne-Franche-Comté', 'Hauts-de-France', 'Auvergne-Rhône-Alpes', 'Grand Est', 'New Aquitaine']	[0.7706374526023865, 0.22936254739761353, 7.666465684508239e-09, 7.584058385751638e-17, 8.551305284633116e-20]	m-qbq4VaMZ--eEzyLmR6fA
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'Auvergne-Rhône-Alpes']	[1.0, 2.363781115288788e-10, 1.2771546840928405e-11, 9.888976534814124e-21, 9.790872370237497e-42]	1-0eLHBizflar7NDNR7dSg
Auvergne-Rhône-Alpes	['New Aquitaine', 'Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'Auvergne-Rhône-Alpes']	[0.566048264503479, 0.43393802642822266, 1.2924408110848162e-05, 7.824018553037604e-07, 2.108255079548603e-17]	_FBAuLwUsz0QwchZtETXSw
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Pays de la Loire']	[0.9999790191650391, 2.0505429347394966e-05, 4.19580032939848e-07, 9.677703083355027e-12, 5.35632326350615e-23]	aF2tf99moLw_1kLryWYmgA
Auvergne-Rhône-Alpes	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.8052448034286499, 0.1947551667690277, 7.605177474107397e-14, 9.498031711444991e-22, 1.830420582439865e-24]	XPif5M9mb1h0bkGbD6_VGg
Auvergne-Rhône-Alpes	['Bourgogne-Franche-Comté', 'New Aquitaine', 'Hauts-de-France', 'Pays de la Loire', 'Centre-Loire Valley']	[1.0, 3.9191845695537294e-21, 3.907519547664151e-24, 3.7198420441334723e-25, 2.1063829974079552e-30]	7E0ZspzVpMXrDc8-M8XB3A
Auvergne-Rhône-Alpes	"['Auvergne-Rhône-Alpes', 'New Aquitaine', 'Occitania', 'Bourgogne-Franche-Comté', ""Provence-Alpes-Côte d'Azur""]"	[0.8800898194313049, 0.1032770648598671, 0.01663312129676342, 2.6109860939982354e-08, 1.5452124912940235e-08]	9MWpMmZGEC6q3AZYxdXSXg
Auvergne-Rhône-Alpes	['Hauts-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', 'Ile-de-France', 'Grand Est']	[0.9983863830566406, 0.0016135988989844918, 1.0539548789267883e-08, 3.1390574584122533e-09, 4.797490876784494e-11]	lfnNW15VjRbH6yVrEji7rw
Auvergne-Rhône-Alpes	['New Aquitaine', 'Occitania', 'Bourgogne-Franche-Comté', 'Grand Est', 'Auvergne-Rhône-Alpes']	[0.9999982118606567, 1.736386707307247e-06, 3.113010682564976e-10, 1.0489759416373825e-17, 9.452445976910888e-18]	ABJOaIt4ETpKIWu_MwuSiA
Auvergne-Rhône-Alpes	"['Grand Est', 'Hauts-de-France', 'Ile-de-France', 'New Aquitaine', ""Provence-Alpes-Côte d'Azur""]"	[0.9601869583129883, 0.03760158643126488, 0.0021761537063866854, 3.542524791555479e-05, 1.2376983952183045e-20]	rozaUXyhNJLexsKd4Y2TGg
Auvergne-Rhône-Alpes	"['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Auvergne-Rhône-Alpes', ""Provence-Alpes-Côte d'Azur""]"	[0.9999654293060303, 3.4217275242554024e-05, 3.275135895819403e-07, 2.6966123556348975e-08, 1.3633635854724325e-16]	-ie0fnpiqnevQ37aF8znKg
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Ile-de-France', 'Pays de la Loire']	[1.0, 2.0394200735872553e-15, 3.976479219818813e-17, 1.7776919932813335e-18, 1.096240752325448e-18]	20Oa8vLVDPidzawtwGGIjQ
Auvergne-Rhône-Alpes	['Grand Est', 'Bourgogne-Franche-Comté', 'Hauts-de-France', 'New Aquitaine', 'Brittany']	[0.8092995285987854, 0.1907004714012146, 2.6612843484485893e-08, 2.425650569293225e-09, 2.661102446323391e-15]	jAiLMydrdVwYEUdiVislNQ
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Ile-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes']	[1.0, 5.4382648558004565e-12, 1.927744639265705e-12, 3.574939082182625e-16, 4.543945572070836e-19]	YeMHIlrqLdtwp4CI_9FdBQ
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'New Aquitaine', 'Occitania', 'Auvergne-Rhône-Alpes']	[0.8389356136322021, 0.16106441617012024, 4.985006006076598e-13, 4.437890160795998e-18, 1.4220757776089409e-18]	ZLIJiMwK_qnVyG3Dy0DEPA
Auvergne-Rhône-Alpes	"['Ile-de-France', 'Hauts-de-France', 'New Aquitaine', ""Provence-Alpes-Côte d'Azur"", 'Centre-Loire Valley']"	[0.9954832792282104, 0.004516699351370335, 1.648870276427239e-12, 1.1906644201369174e-16, 4.1113659292723606e-21]	j0q4eSmkhLJIVJy9VDziFg
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'New Aquitaine', 'Centre-Loire Valley']	[1.0, 3.8642667732347036e-08, 2.0825949298419744e-10, 2.644131929466914e-16, 1.4820973883833146e-17]	XUBeyCw17lEkT3PqQnKNTw
Auvergne-Rhône-Alpes	['Grand Est', 'Hauts-de-France', 'Bourgogne-Franche-Comté', 'New Aquitaine', 'Centre-Loire Valley']	[1.0, 2.58520392593109e-11, 1.0096820004961942e-16, 1.0553458637254927e-20, 5.443408231540816e-21]	YjbLszolWP-91NacbdkN7g
Auvergne-Rhône-Alpes	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Ile-de-France']	[1.0, 1.7079221370508435e-09, 8.752278346513265e-10, 2.166994332898851e-17, 4.989276026738993e-25]	4NH4m01FiGA35gP0580Fug
Normandy	['Pays de la Loire', 'Bourgogne-Franche-Comté', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine']	[0.6471680402755737, 0.3500064015388489, 0.0027334510814398527, 9.098288137465715e-05, 1.1065842500102008e-06]	BfqRrdamCVDcvEMVrO2N3A
Normandy	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Normandy']	[0.9999984502792358, 1.5168164964052266e-06, 3.0469365919216784e-10, 1.0893402846434697e-10, 2.1666012980307964e-18]	xqphPfmhThBAEfeNwceV8g
Normandy	['Hauts-de-France', 'Normandy', 'New Aquitaine', 'Centre-Loire Valley', 'Grand Est']	[0.831459641456604, 0.16854022443294525, 9.784069021634423e-08, 5.405273117986553e-09, 6.550939235516751e-10]	mhkkvq6HS0GMujf5G6tI6A
Normandy	['New Aquitaine', 'Hauts-de-France', 'Pays de la Loire', 'Brittany', 'Centre-Loire Valley']	[0.9698497653007507, 0.030150271952152252, 1.9667761343156176e-12, 1.6286303631662252e-13, 6.26729365612791e-16]	IodEWfO2M_8fLvNwwse9rQ
Normandy	['Grand Est', 'Hauts-de-France', 'Normandy', 'New Aquitaine', 'Centre-Loire Valley']	[0.9999997615814209, 2.1960141793897492e-07, 3.349303527664521e-13, 7.040208510446978e-21, 5.644033457414737e-21]	ZqUbGBmVVSGuINaYpAPBhw
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'Centre-Loire Valley', 'New Aquitaine']	[0.8867977857589722, 0.11320222914218903, 7.878754072765393e-13, 2.608968944848428e-16, 1.1723750762902881e-17]	WmCZdlvEOt7I1dI0cBE5TA
Normandy	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Normandy', 'New Aquitaine']	[1.0, 1.7092707976563054e-17, 1.122241106929521e-19, 4.179596212904481e-21, 6.340140312064014e-30]	i4D8Z97dV53IlkgYQXKvrQ
Normandy	['Ile-de-France', 'New Aquitaine', 'Hauts-de-France', 'Grand Est', 'Normandy']	[0.9999977350234985, 2.257842425024137e-06, 5.1730204120303824e-08, 5.1886993817996645e-28, 7.91391102444543e-34]	dGdSt4NemxLLz4-Sr_n0ag
Normandy	['Normandy', 'Hauts-de-France', 'New Aquitaine', 'Brittany', 'Ile-de-France']	[0.9999805688858032, 1.6683037756592967e-05, 2.7801986561826197e-06, 2.0427104452380718e-10, 3.4944636160411102e-12]	VF6GlhIhvh1dFPyHsCpCnw
Normandy	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Normandy']	[0.9999997615814209, 2.129554417251711e-07, 6.174383053651238e-20, 1.786683263978439e-21, 2.3271068833706116e-25]	CMfy3-3Y7DIR_F732zK2nQ
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9999712705612183, 2.8641294193221256e-05, 8.660307315722093e-08, 2.6326423263611787e-09, 5.0761840884134754e-14]	hRhRwFVi6P4rpF8jfnVOVg
Normandy	['Hauts-de-France', 'Normandy', 'Brittany', 'Pays de la Loire', 'Bourgogne-Franche-Comté']	[1.0, 7.824902503728026e-09, 5.2000430057850405e-14, 3.902993566225676e-15, 2.372999647666128e-15]	bsK17MTVHDw44QV7mQ3yAQ
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'New Aquitaine', 'Brittany']	[1.0, 2.7676850394842134e-11, 1.582201133076746e-14, 6.258976359204593e-19, 5.268531021716525e-21]	_iuml8cA98m_ApbgekwJvg
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'Pays de la Loire', 'New Aquitaine']	[1.0, 4.580116552688196e-08, 1.852530281953868e-11, 1.1328897109969763e-14, 2.7072401192020958e-15]	vPUY4oFGlN6RAhGnCThjlA
Normandy	['Hauts-de-France', 'Normandy', 'New Aquitaine', 'Ile-de-France', 'Brittany']	[0.9999998807907104, 1.0435152830723382e-07, 1.2547942014867058e-13, 4.9138448030613263e-14, 5.428203442699132e-15]	0flx4O-m_xFzpw8ahwyLkw
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'New Aquitaine', 'Centre-Loire Valley']	[1.0, 3.1221497609479343e-10, 2.406318620382618e-14, 1.1103629973011353e-22, 1.0413118565654779e-23]	b4ZG3ydXJEAjb1-WNt5t9g
Normandy	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Pays de la Loire']	[0.9816479682922363, 0.01835203729569912, 5.347301716544274e-14, 7.782993668709416e-18, 1.8916082570136277e-20]	btKa4FgYFJ7O1CsFyAR-Tg
Normandy	['New Aquitaine', 'Ile-de-France', 'Hauts-de-France', 'Grand Est', 'Centre-Loire Valley']	[0.9999979734420776, 1.9673432234412758e-06, 8.540331464246265e-08, 1.6861102736243083e-08, 6.628177568872097e-20]	bFTovIJyeFrfxSHAg9vh1A
Normandy	['Normandy', 'Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Brittany']	[1.0, 5.716106511980049e-19, 9.877947636159019e-25, 1.3569017126628802e-27, 1.220607190899501e-30]	st4bd_yp0tzdZUrtixSASg
Normandy	['Normandy', 'Hauts-de-France', 'Grand Est', 'Brittany', 'New Aquitaine']	[1.0, 1.916117101575691e-19, 7.010929804632207e-25, 5.076409962322111e-28, 1.2444833281014257e-28]	6I5mpt1rK4TpOnMwdYwITw
Normandy	['Normandy', 'Hauts-de-France', 'New Aquitaine', 'Brittany', 'Pays de la Loire']	[1.0, 9.155892765648796e-22, 9.282619332670559e-26, 3.172666730894216e-28, 4.736982684661157e-31]	sv1kzz3xq1IXuyLVBLqdXQ
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'Brittany', 'Ile-de-France']	[1.0, 2.2117746523164783e-10, 1.016056138491242e-18, 5.932051445915879e-20, 3.089364168403278e-20]	YYMj6X-VLjsUqbQbJpYUvA
Normandy	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'New Aquitaine', 'Ile-de-France']	[0.9999994039535522, 6.173549991217442e-07, 5.36941828413361e-17, 3.7966065001929576e-19, 3.966940759776099e-20]	lgSqwdpmBBewmQtFxRsGdA
Normandy	['Pays de la Loire', 'Centre-Loire Valley', 'Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est']	[0.9999488592147827, 5.118228364153765e-05, 1.9115755645060517e-09, 3.7739047997753516e-11, 3.976357546182918e-14]	13CmAc0ROcuxDOKtS6Z9hw
Normandy	['Normandy', 'Brittany', 'Hauts-de-France', 'New Aquitaine', 'Martinique']	[1.0, 2.8760413155987958e-24, 5.1575592863072e-25, 3.961012269299172e-29, 4.75113551393705e-38]	Hy1Wb9Z2I7Lfwq3DyQocGA
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'New Aquitaine', 'Centre-Loire Valley']	[0.9999855756759644, 1.3817292710882612e-05, 6.567007062585617e-07, 1.4590082590419721e-26, 1.0039550784603959e-26]	3GCH88YfI10S6ukSoDf9HA
Normandy	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine', 'Normandy']	[0.9008246660232544, 0.09917537122964859, 4.6594880731554156e-12, 2.114558248755816e-15, 3.680660335237458e-20]	dxhGkDiDL0ao2nDcWVkGOw
Normandy	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Normandy', 'Ile-de-France']	[0.9670169353485107, 0.032962508499622345, 2.0569154003169388e-05, 5.872573094478639e-09, 1.5799379457449771e-15]	-MYC2DWRfUKeuHukUwxAZA
Normandy	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Normandy', 'Ile-de-France']	[0.9999997615814209, 2.612690650494187e-07, 3.705430331058662e-14, 2.4103425087716513e-21, 4.718034844200479e-28]	WgbflWsZMUvT8ue8Uf8KvA
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'Bourgogne-Franche-Comté', 'New Aquitaine']	[1.0, 2.2070476557445318e-09, 1.4431817045285377e-18, 6.743468451686089e-20, 1.39061694861551e-20]	gLqWln8ePFC9sdk1H9-wuw
Normandy	['Martinique', 'Hauts-de-France', 'New Aquitaine', 'Guadeloupe', 'Normandy']	[1.0, 4.922935947782037e-10, 6.635685056988194e-11, 1.0680000203913058e-16, 2.1959079710914263e-20]	SmwhQE6TVJgQWzHKbl4PgA
Normandy	['Hauts-de-France', 'Martinique', 'Brittany', 'Guadeloupe', 'Bourgogne-Franche-Comté']	[0.999995231628418, 4.6415534598054364e-06, 1.34834365894676e-07, 1.5042159954691686e-13, 6.940604910460682e-14]	Zmj9taGDqUJ0Q4wVV5PWyw
Normandy	['New Aquitaine', 'Ile-de-France', 'Grand Est', 'Hauts-de-France', 'Centre-Loire Valley']	[0.9999985694885254, 1.4366630693984916e-06, 6.358375197884625e-13, 2.296464884574134e-13, 1.0975446991635613e-18]	co7mKs31obIF8jHSVGhPTw
Normandy	['Pays de la Loire', 'Normandy', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine']	[0.6054040193557739, 0.3164559304714203, 0.028854211792349815, 0.024079183116555214, 0.021762363612651825]	17bPWE__bKEy7dnMiKoFFw
Normandy	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Normandy', 'Bourgogne-Franche-Comté']	[0.9999948740005493, 4.659861133404775e-06, 4.1578820741960953e-07, 2.589937379143814e-12, 2.3171836969227566e-17]	-p4VT0Ngylx3FYWdL6jUeg
Normandy	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'Normandy', 'New Aquitaine']	[1.0, 5.7623118721039646e-08, 3.336010079291185e-10, 3.872882458158182e-17, 9.224294099568718e-21]	jv4BEU1wjRePaHD9WKflzQ
Normandy	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine', 'Pays de la Loire']	[0.999984622001648, 1.5357007214333862e-05, 3.940379991154881e-14, 2.1319914573597306e-16, 1.1834132887128285e-16]	kZ682RkaT7mOOUV2TKxP9Q
Normandy	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Martinique']	[0.9544491767883301, 0.045375000685453415, 0.00017583119915798306, 4.224565389486035e-15, 3.604651198027293e-15]	d5Ddv-IMIbI5TjOLx4q6UA
Normandy	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Normandy', 'Pays de la Loire']	[1.0, 3.8819170100623523e-11, 8.365222113647728e-18, 2.745408363608566e-22, 8.852585087704435e-23]	xjcRC4be59Ec3BMw5-8-ZQ
Normandy	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Normandy', 'New Aquitaine', 'Grand Est']	[0.9999998807907104, 7.350341491019208e-08, 2.201776596059881e-15, 3.562100114110169e-17, 2.517441972552252e-17]	AgI9psvqZCt4WJjBOyJBEA
Normandy	['Hauts-de-France', 'Grand Est', 'Normandy', 'New Aquitaine', 'Centre-Loire Valley']	[0.9999998807907104, 7.277133562411109e-08, 4.73077740176242e-13, 4.882599037057725e-23, 1.2382539595038207e-24]	6B67snwM-tCsQlg6hEB_6A
Normandy	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Normandy', 'Grand Est', 'Centre-Loire Valley']	[1.0, 2.4066380888143613e-08, 2.7333543414775896e-11, 5.656146530958958e-14, 4.780427288286586e-14]	hTsgws6wusy-1ooVeIQpGQ
Normandy	['Hauts-de-France', 'Grand Est', 'Brittany', 'Bourgogne-Franche-Comté', 'Normandy']	[1.0, 4.546168164143438e-10, 4.468180270222888e-10, 1.6805879604619989e-12, 1.6581832071706562e-14]	1AmQnARMzZu97Suf4dy5vA
Normandy	['Hauts-de-France', 'Normandy', 'Grand Est', 'New Aquitaine', 'Brittany']	[0.9996236562728882, 0.00037629317375831306, 6.386518375776917e-13, 1.2354197220108135e-17, 2.60467381106871e-22]	A5vZg6RviOrmgOoTiqU0eQ
Normandy	['Normandy', 'Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Brittany']	[0.9999960660934448, 3.8199063965294044e-06, 6.868411617233505e-08, 2.4877238546850593e-17, 1.5263044897479262e-19]	yiEANEKBU3FElcuZMSFqLg
Normandy	['Hauts-de-France', 'Grand Est', 'Pays de la Loire', 'Centre-Loire Valley', 'Brittany']	[0.8514130115509033, 0.14858685433864594, 8.041300958439024e-08, 1.3555751188221166e-08, 7.622210418389841e-09]	ySqnueXBMWmzpmrJ_4Bp5A
Normandy	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Centre-Loire Valley', 'Pays de la Loire']	[0.997353196144104, 0.002646856475621462, 3.460316466177805e-16, 2.818754615945969e-20, 1.692902697015747e-22]	Tx6dquiBhHoZ3ymB4wq0Xw
Normandy	['Hauts-de-France', 'Centre-Loire Valley', 'Brittany', 'Normandy', 'New Aquitaine']	[1.0, 2.5220663335545623e-09, 4.417068100170951e-10, 2.448585223469024e-10, 8.10148059748883e-11]	BXa_fSSFM2gszminuFsEjg
Normandy	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Brittany', 'Normandy', 'Pays de la Loire']	[0.9999724626541138, 2.683715138118714e-05, 6.573137625309755e-07, 8.255244404731243e-11, 1.1888972447111489e-15]	Ih7xUhxqO3Og81C-fuQEOw
Normandy	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Grand Est', 'Normandy', 'New Aquitaine']	[1.0, 5.7623118721039646e-08, 3.336010079291185e-10, 3.872882458158182e-17, 9.224294099568718e-21]	eNm3CDG_FCzuDwoFSrzRrg
